date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,month,date_ind,year,is_weekend,day_of_week_name,usage_cpu_lag_1,usage_storage_lag_1,users_active_lag_1,usage_cpu_lag_3,usage_storage_lag_3,users_active_lag_3,usage_cpu_lag_7,usage_storage_lag_7,users_active_lag_7,usage_cpu_rolling_mean_3,usage_storage_rolling_mean_3,users_active_rolling_mean_3,usage_cpu_rolling_mean_7,usage_storage_rolling_mean_7,users_active_rolling_mean_7,usage_cpu_rolling_mean_30,usage_storage_rolling_mean_30,users_active_rolling_mean_30,usage_cpu_rolling_std_3,usage_cpu_rolling_std_7,usage_cpu_rolling_std_30,usage_storage_rolling_std_3,usage_storage_rolling_std_7,usage_storage_rolling_std_30,users_active_rolling_std_3,users_active_rolling_std_7,users_active_rolling_std_30,cpu_per_user,storage_per_user,cpu_storage_ratio,econ_demand_ratio,system_stress,cpu_utilization_ratio,storage_efficiency
2023-01-11,East US,Container,56,535,372,114.66,0.98,0,1,11,2023,False,Wednesday,86.0,779.0,380.0,81.0,1514.0,208.0,57.0,1279.0,232.0,79.66666666666667,1076.3333333333333,362.0,77.28571428571429,1320.4285714285713,360.57142857142856,76.4,1203.3333333333333,343.76666666666665,21.221058723196,15.818915741544831,15.470996223189083,736.4817264082885,558.2304951489892,487.4611449296159,24.576411454889126,77.18777351985472,93.11790202834749,0.15053763440860216,1.4381720430107527,0.10467289719626169,117.0,54.879999999999995,0.7728571428571429,0.6618689581095597
2023-01-12,East US,Container,93,504,302,100.68,0.86,0,1,12,2023,False,Thursday,56.0,535.0,372.0,97.0,1915.0,334.0,85.0,1024.0,359.0,78.33333333333333,606.0,351.3333333333333,78.42857142857143,1246.142857142857,352.42857142857144,76.4,1203.3333333333333,343.76666666666665,19.655363983740752,16.731777578977688,15.470996223189083,150.62204353944927,633.7434887427322,487.4611449296159,42.91076011134431,80.32404609425738,93.11790202834749,0.3079470198675497,1.6688741721854305,0.18452380952380953,117.06976744186048,79.98,0.7842857142857144,0.6246330110991766
2023-01-13,East US,Container,71,1360,446,94.56,1.01,0,1,13,2023,False,Friday,93.0,504.0,302.0,86.0,779.0,380.0,81.0,1995.0,432.0,73.33333333333333,799.6666666666666,373.3333333333333,77.0,1155.4285714285713,354.42857142857144,76.4,1203.3333333333333,343.76666666666665,18.61003313627714,16.901676445449617,15.470996223189083,485.51038437229454,548.3851618290613,487.4611449296159,72.00925866396167,82.77249370585447,93.11790202834749,0.1591928251121076,3.0493273542600896,0.05220588235294118,93.62376237623762,71.71,0.7699999999999999,0.5791621911922664
2023-01-14,East US,Container,65,1291,446,88.49,1.04,1,1,14,2023,True,Saturday,71.0,1360.0,446.0,56.0,535.0,372.0,55.0,1481.0,439.0,76.33333333333333,1051.6666666666667,398.0,78.42857142857143,1128.2857142857142,355.42857142857144,76.4,1203.3333333333333,343.76666666666665,14.74222959166398,15.053871515960509,15.470996223189083,475.5463524550822,534.1010248650575,487.4611449296159,83.13843876330614,83.99773239569656,93.11790202834749,0.14573991031390135,2.8946188340807173,0.05034856700232378,85.08653846153845,67.60000000000001,0.7842857142857144,0.5655567490153957
2023-01-15,East US,Container,83,614,304,93.99,0.97,1,1,15,2023,True,Sunday,65.0,1291.0,446.0,93.0,504.0,302.0,81.0,1514.0,208.0,73.0,1088.3333333333333,398.6666666666667,78.71428571428571,999.7142857142857,369.14285714285717,76.4,1203.3333333333333,343.76666666666665,9.165151389911664,15.129598867939674,15.470996223189083,412.23092234005605,534.1010248650575,487.4611449296159,81.9837382249269,60.452263733264736,93.11790202834749,0.2730263157894737,2.0197368421052633,0.13517915309446255,96.89690721649484,80.50999999999999,0.7871428571428571,0.501109917651271
2023-01-16,East US,Container,97,1228,386,93.98,1.19,0,1,16,2023,False,Monday,83.0,614.0,304.0,71.0,1360.0,446.0,97.0,1915.0,334.0,81.66666666666667,1044.3333333333333,378.6666666666667,78.71428571428571,901.5714285714286,376.57142857142856,76.4,1203.3333333333333,343.76666666666665,16.041612554021278,15.129598867939674,15.470996223189083,374.0084669273321,378.2692414770453,487.4611449296159,71.28347167003962,58.58002259831463,93.11790202834749,0.25129533678756477,3.1813471502590676,0.07899022801302931,78.9747899159664,115.42999999999999,0.7871428571428571,0.45191550304332256
2023-01-17,East US,Container,96,1087,208,99.87,0.89,0,1,17,2023,False,Tuesday,97.0,1228.0,386.0,65.0,1291.0,446.0,86.0,779.0,380.0,92.0,976.3333333333334,299.3333333333333,80.14285714285714,945.5714285714286,352.0,76.4,1203.3333333333333,343.76666666666665,7.810249675906631,16.354699339217152,15.470996223189083,321.6120851792315,379.546596675058,487.4611449296159,89.0917130452285,86.37900979597609,93.11790202834749,0.46153846153846156,5.225961538461538,0.08831646734130635,112.21348314606742,85.44,0.8014285714285715,0.4739706408879341
2023-01-18,East US,Container,52,672,340,108.23,0.88,0,1,18,2023,False,Wednesday,96.0,1087.0,208.0,83.0,614.0,304.0,56.0,535.0,372.0,81.66666666666667,995.6666666666666,311.3333333333333,79.57142857142857,965.1428571428571,347.42857142857144,76.4,1203.3333333333333,343.76666666666665,25.696951829610708,17.376777058832875,15.470996223189083,289.033446738147,357.7533734159278,487.4611449296159,92.39769116884544,85.99003264498573,93.11790202834749,0.15294117647058825,1.9764705882352942,0.07738095238095238,122.98863636363637,45.76,0.7957142857142856,0.483780880773362
2023-01-19,East US,Container,64,1938,200,102.09,0.8,0,1,19,2023,False,Thursday,52.0,672.0,340.0,97.0,1228.0,386.0,93.0,504.0,302.0,70.66666666666667,1232.3333333333333,249.33333333333334,75.42857142857143,1170.0,332.85714285714283,76.4,1203.3333333333333,343.76666666666665,22.744962812309307,17.0963655285477,15.470996223189083,645.391612382229,448.6940308643891,487.4611449296159,78.62145593496307,102.10358885535243,93.11790202834749,0.32,9.69,0.033023735810113516,127.6125,51.2,0.7542857142857143,0.5864661654135339
2023-01-20,East US,Container,54,949,209,86.72,1.02,0,1,20,2023,False,Friday,64.0,1938.0,200.0,96.0,1087.0,208.0,71.0,1360.0,446.0,56.666666666666664,1186.3333333333333,249.66666666666666,73.0,1111.2857142857142,299.0,76.4,1203.3333333333333,343.76666666666665,6.429100507328647,18.938496948455718,15.470996223189083,665.5331196366815,446.57351551777543,487.4611449296159,78.36027905344224,97.52435593224895,93.11790202834749,0.2583732057416268,4.54066985645933,0.05690200210748156,85.01960784313725,55.08,0.7300000000000001,0.5570354457572503
2023-01-21,East US,Container,59,582,344,107.38,1.02,1,1,21,2023,True,Saturday,54.0,949.0,209.0,52.0,672.0,340.0,65.0,1291.0,446.0,59.0,1156.3333333333333,251.0,72.14285714285714,1010.0,284.42857142857144,76.4,1203.3333333333333,343.76666666666665,5.00000000000001,19.488702466032052,15.470996223189083,701.3731769417286,478.29593349724405,487.4611449296159,80.66597795849255,77.45505609245718,93.11790202834749,0.17151162790697674,1.691860465116279,0.1013745704467354,105.27450980392156,60.18,0.7214285714285714,0.506265664160401
2023-01-22,East US,Container,86,1352,265,98.84,0.97,1,1,22,2023,True,Sunday,59.0,582.0,344.0,64.0,1938.0,200.0,83.0,614.0,304.0,66.33333333333333,961.0,272.6666666666667,72.57142857142857,1115.4285714285713,278.85714285714283,76.4,1203.3333333333333,343.76666666666665,17.214335111567138,19.7977872741471,15.470996223189083,385.14023420047926,457.3371685248048,487.4611449296159,67.82575715267274,77.21491343738481,93.11790202834749,0.32452830188679244,5.10188679245283,0.06360946745562131,101.89690721649485,83.42,0.7257142857142858,0.5591120658789832
2023-01-23,East US,Container,60,610,448,85.21,0.93,0,1,23,2023,False,Monday,86.0,1352.0,265.0,54.0,949.0,209.0,97.0,1228.0,386.0,68.33333333333333,848.0,352.3333333333333,67.28571428571429,1027.142857142857,287.7142857142857,76.4,1203.3333333333333,343.76666666666665,15.307950004273373,16.91857249409936,15.470996223189083,436.70127089350217,490.4366858801887,487.4611449296159,91.78416711684721,93.41076719828077,93.11790202834749,0.13392857142857142,1.3616071428571428,0.09836065573770492,91.62365591397848,55.800000000000004,0.6728571428571428,0.5148585750089509
2023-01-24,East US,Container,94,1596,481,95.39,1.11,0,1,24,2023,False,Tuesday,60.0,610.0,448.0,59.0,582.0,344.0,96.0,1087.0,208.0,80.0,1186.0,398.0,67.0,1099.857142857143,326.7142857142857,76.4,1203.3333333333333,343.76666666666665,17.776388834631163,16.360521589077376,15.470996223189083,513.5328616554154,536.372516251976,487.4611449296159,116.3572086292895,110.08438321838128,93.11790202834749,0.19542619542619544,3.318087318087318,0.05889724310776942,85.93693693693693,104.34,0.6699999999999999,0.5513068385248837
2023-01-25,East US,Container,92,1797,493,103.44,0.82,0,1,25,2023,False,Wednesday,94.0,1596.0,481.0,86.0,1352.0,265.0,52.0,672.0,340.0,82.0,1334.3333333333333,474.0,72.71428571428571,1260.5714285714287,348.57142857142856,76.4,1203.3333333333333,343.76666666666665,19.078784028338898,17.211568645480728,15.470996223189083,635.2907470861933,555.0248814671456,487.4611449296159,23.302360395462166,127.04442417629244,93.11790202834749,0.18661257606490872,3.6450304259634887,0.051196438508625486,126.14634146341464,75.44,0.7271428571428571,0.6318653777300394
2023-01-26,East US,Container,68,924,300,103.24,0.96,0,1,26,2023,False,Thursday,92.0,1797.0,493.0,60.0,610.0,448.0,64.0,1938.0,200.0,84.66666666666667,1439.0,424.6666666666667,73.28571428571429,1115.7142857142858,362.85714285714283,76.4,1203.3333333333333,343.76666666666665,14.468356276140446,16.938263249364205,15.470996223189083,457.1859577896071,475.35976350749837,487.4611449296159,108.13109327725,112.32308841229484,93.11790202834749,0.22666666666666666,3.08,0.0735930735930736,107.54166666666667,65.28,0.7328571428571429,0.5592552810597923
2023-01-27,East US,Container,98,1003,261,93.23,1.06,0,1,27,2023,False,Friday,68.0,924.0,300.0,94.0,1596.0,481.0,54.0,949.0,209.0,86.0,1241.3333333333333,351.3333333333333,79.57142857142857,1123.4285714285713,370.2857142857143,76.4,1203.3333333333333,343.76666666666665,15.87450786638752,16.75168790358296,15.470996223189083,482.83986303259337,472.63370494244174,487.4611449296159,124.22694286399123,101.66565182943931,93.11790202834749,0.37547892720306514,3.842911877394636,0.09770687936191426,87.95283018867924,103.88000000000001,0.7957142857142856,0.5631220909416398
2023-01-28,East US,Container,89,820,300,110.31,1.09,1,1,28,2023,True,Saturday,98.0,1003.0,261.0,92.0,1797.0,493.0,59.0,582.0,344.0,85.0,915.6666666666666,287.0,83.85714285714286,1157.4285714285713,364.0,76.4,1203.3333333333333,343.76666666666665,15.394804318340631,14.26450806989819,15.470996223189083,91.7841671168468,434.1903795736217,487.4611449296159,22.516660498395485,104.87134975769128,93.11790202834749,0.2966666666666667,2.7333333333333334,0.10853658536585366,101.20183486238531,97.01,0.8385714285714286,0.5801646974579305
2023-01-29,East US,Container,74,1565,288,91.61,0.97,1,1,29,2023,True,Sunday,89.0,820.0,300.0,68.0,924.0,300.0,86.0,1352.0,265.0,87.0,1129.3333333333333,283.0,82.14285714285714,1187.857142857143,367.2857142857143,76.4,1203.3333333333333,343.76666666666665,12.124355652982109,14.679107277903196,15.470996223189083,388.2348945333655,456.96514402866967,487.4611449296159,19.97498435543827,101.56067855509555,93.11790202834749,0.2569444444444444,5.434027777777778,0.047284345047923323,94.44329896907217,71.78,0.8214285714285714,0.5954171142141067
2023-01-30,East US,Container,86,1934,488,103.31,1.1,0,1,30,2023,False,Monday,74.0,1565.0,288.0,98.0,1003.0,261.0,60.0,610.0,448.0,83.0,1439.6666666666667,358.6666666666667,85.85714285714286,1377.0,373.0,76.4,1203.3333333333333,343.76666666666665,7.937253933193734,10.960969717267595,15.470996223189083,567.4771654730556,451.90116913620244,487.4611449296159,112.16654284292325,107.79301152362963,93.11790202834749,0.1762295081967213,3.9631147540983607,0.04446742502585315,93.91818181818181,94.60000000000001,0.8585714285714285,0.6902255639097745
2023-01-31,East US,Container,59,1371,237,95.21,0.98,0,1,31,2023,False,Tuesday,86.0,1934.0,488.0,89.0,820.0,300.0,94.0,1596.0,481.0,73.0,1623.3333333333333,337.6666666666667,80.85714285714286,1344.857142857143,338.14285714285717,76.03333333333333,1228.3333333333333,337.8666666666667,13.52774925846868,14.147185484853766,15.755641208311939,285.99708623224456,441.6127370488871,475.6549990916942,132.66624790553675,106.49167193013827,94.1164844417712,0.2489451476793249,5.784810126582278,0.043034281546316555,97.15306122448979,57.82,0.8085714285714286,0.6741138560687433
2023-02-01,East US,Container,95,1928,309,88.94,0.88,0,2,1,2023,False,Wednesday,59.0,1371.0,237.0,74.0,1565.0,288.0,92.0,1797.0,493.0,80.0,1744.3333333333333,344.6666666666667,81.28571428571429,1363.5714285714287,311.85714285714283,76.33333333333333,1254.4,340.8333333333333,18.734993995195182,14.57982951105494,16.035162511855283,323.33006871204236,466.0653949618576,492.12954560275335,129.2452449157544,81.7260231330441,91.64326765096892,0.3074433656957929,6.239482200647249,0.049273858921161824,101.06818181818181,83.6,0.812857142857143,0.6834944504117437
2023-02-02,East US,Container,56,1348,283,108.13,1.14,0,2,2,2023,False,Thursday,95.0,1928.0,309.0,86.0,1934.0,488.0,68.0,924.0,300.0,70.0,1549.0,276.3333333333333,79.57142857142857,1424.142857142857,309.42857142857144,76.3,1233.1666666666667,336.46666666666664,21.702534414210707,16.919979736563345,16.077720716826615,328.42502949684047,425.1742499930385,472.8859367705942,36.46002377033423,82.38700775983462,91.15645259977327,0.1978798586572438,4.763250883392226,0.04154302670623145,94.85087719298247,63.839999999999996,0.7957142857142856,0.7138560687432867
2023-02-03,East US,Container,50,1787,254,99.28,1.1,0,2,3,2023,False,Friday,56.0,1348.0,283.0,59.0,1371.0,237.0,98.0,1003.0,261.0,67.0,1687.6666666666667,282.0,72.71428571428571,1536.142857142857,308.42857142857144,76.06666666666666,1250.1,337.2,24.433583445741238,17.904508610163763,16.414739661685758,302.49022022758686,398.14881161504934,483.55867240198734,27.513632984395286,83.11208725341369,90.37218064472472,0.1968503937007874,7.035433070866142,0.027979854504756575,90.25454545454545,55.00000000000001,0.7271428571428571,0.7699964196204797
2023-02-04,East US,Container,70,1409,422,103.62,0.94,1,2,4,2023,True,Saturday,50.0,1787.0,254.0,95.0,1928.0,309.0,89.0,820.0,300.0,58.666666666666664,1514.6666666666667,319.6666666666667,70.0,1620.2857142857142,325.85714285714283,75.56666666666666,1262.9333333333334,339.3,10.263202878893797,16.40121946685672,16.361610521295713,237.81155004190566,259.7689449528264,482.45878389860377,89.80163324424193,93.22629917111834,91.6195845649939,0.16587677725118483,3.338862559241706,0.049680624556423,110.2340425531915,65.8,0.7,0.812173290368779
2023-02-05,East US,Container,95,627,423,103.61,1.15,1,2,5,2023,True,Sunday,70.0,1409.0,422.0,56.0,1348.0,283.0,74.0,1565.0,288.0,71.66666666666667,1274.3333333333333,366.3333333333333,73.0,1486.2857142857142,345.14285714285717,76.03333333333333,1217.3333333333333,339.0,22.546248764114477,18.97366596101027,16.717703466547135,591.6091051812283,458.7569124949559,475.47931049904133,97.28480525412658,97.93438036329665,91.31982448968891,0.22458628841607564,1.4822695035460993,0.15151515151515152,90.09565217391305,109.24999999999999,0.7300000000000001,0.7450053705692803
2023-02-06,East US,Container,72,841,226,99.64,1.16,0,2,6,2023,False,Monday,95.0,627.0,423.0,50.0,1787.0,254.0,86.0,1934.0,488.0,79.0,959.0,357.0,71.0,1330.142857142857,307.7142857142857,76.6,1196.0,331.9,13.892443989449811,18.09235566014921,16.262077739753703,404.13364126239225,466.90985160286505,477.59418641410605,113.45042970390197,83.19397871984545,91.55678471629618,0.3185840707964602,3.7212389380530975,0.08561236623067776,85.89655172413794,83.52,0.71,0.6667382742570711
2023-02-07,East US,Container,71,568,488,73.8,1.08,0,2,7,2023,False,Tuesday,72.0,841.0,226.0,70.0,1409.0,422.0,59.0,1371.0,237.0,79.33333333333333,678.6666666666666,379.0,72.71428571428571,1215.4285714285713,343.57142857142856,76.26666666666667,1164.4666666666667,341.23333333333335,13.57694123627754,17.3177585704606,16.27126371823976,143.6465569839147,546.9774087787225,487.01127462225713,136.42946895740673,100.0247588397612,92.75465722421494,0.14549180327868852,1.1639344262295082,0.125,68.33333333333333,76.68,0.7271428571428571,0.6092373791621911
2023-02-08,East US,Container,73,838,463,100.87,0.97,0,2,8,2023,False,Wednesday,71.0,568.0,488.0,95.0,627.0,423.0,95.0,1928.0,309.0,72.0,749.0,392.3333333333333,69.57142857142857,1059.7142857142858,365.57142857142856,75.46666666666667,1128.5666666666666,345.53333333333336,1.0000000000000426,14.339422848184908,15.799898151861463,156.7577749267952,458.2705584716356,469.14578892319594,144.59022558020075,107.78815201257383,95.36128518766763,0.15766738660907129,1.8099352051835853,0.08711217183770883,103.9896907216495,70.81,0.6957142857142857,0.5311851056211958
2023-02-09,East US,Container,79,871,302,100.92,0.8,0,2,9,2023,False,Thursday,73.0,838.0,463.0,72.0,841.0,226.0,56.0,1348.0,283.0,74.33333333333333,759.0,417.6666666666667,72.85714285714286,991.5714285714286,368.2857142857143,75.23333333333333,1131.6333333333334,342.93333333333334,4.163331998932278,13.309502512973838,15.690285449005199,166.23176591734745,443.4846322564279,467.0781137752188,100.94718090830146,105.57890301525572,95.45243745495425,0.26158940397350994,2.884105960264901,0.09070034443168772,126.14999999999999,63.2,0.7285714285714286,0.4970282849982098
2023-02-10,East US,Container,81,1562,228,97.8,1.04,0,2,10,2023,False,Friday,79.0,871.0,302.0,71.0,568.0,488.0,50.0,1787.0,254.0,77.66666666666667,1090.3333333333333,331.0,77.28571428571429,959.4285714285714,364.57142857142856,76.06666666666666,1165.8666666666666,338.1333333333333,4.163331998932278,8.845230083954577,15.292399133699318,408.80843109375013,379.8073446467552,459.41429978895394,120.15406776301838,110.60719859463212,97.53822710674228,0.35526315789473684,6.850877192982456,0.051856594110115235,94.03846153846153,84.24000000000001,0.7728571428571429,0.48091657715717867
2023-02-11,East US,Container,56,1063,459,114.78,0.95,1,2,11,2023,True,Saturday,81.0,1562.0,228.0,73.0,838.0,463.0,70.0,1409.0,422.0,72.0,1165.3333333333333,329.6666666666667,75.28571428571429,910.0,369.85714285714283,74.83333333333333,1184.5,343.3666666666667,13.892443989449808,11.842216652219088,15.371454361751272,356.6852020105873,330.91590069583145,442.67531107402283,117.9590324364071,114.62028408536395,99.72011982970426,0.12200435729847495,2.315904139433551,0.05268109125117592,120.82105263157895,53.199999999999996,0.7528571428571429,0.456140350877193
2023-02-12,East US,Container,96,1612,267,91.92,0.95,1,2,12,2023,True,Sunday,56.0,1063.0,459.0,79.0,871.0,302.0,95.0,627.0,423.0,77.66666666666667,1412.3333333333333,318.0,75.42857142857143,1050.7142857142858,347.57142857142856,75.66666666666667,1192.9,337.4,20.207259421636902,12.122391717494565,15.827373348930537,303.5627337690411,393.9423453102896,448.47329909371433,123.65678307314973,117.69006916878071,98.71750010806699,0.3595505617977528,6.037453183520599,0.05955334987593052,96.75789473684212,91.19999999999999,0.7542857142857143,0.5266738274257071
2023-02-13,East US,Container,99,1563,423,109.15,1.03,0,2,13,2023,False,Monday,96.0,1612.0,267.0,81.0,1562.0,228.0,72.0,841.0,226.0,83.66666666666667,1412.6666666666667,383.0,79.28571428571429,1153.857142857143,375.7142857142857,76.8,1201.9666666666667,336.6333333333333,24.00694344004112,14.84042099261659,16.248925693931163,303.80969920878715,423.306598330898,453.24899781796387,102.05880657738463,106.8265171289637,97.93118038681052,0.23404255319148937,3.6950354609929077,0.06333973128598848,105.97087378640776,101.97,0.7928571428571428,0.5783745076978161
2023-02-14,East US,Container,92,1960,357,94.7,1.05,0,2,14,2023,False,Tuesday,99.0,1563.0,423.0,56.0,1063.0,459.0,71.0,568.0,488.0,95.66666666666667,1711.6666666666667,349.0,82.28571428571429,1352.7142857142858,357.0,77.1,1246.8333333333333,338.4,3.511884584284232,15.007934409441402,16.449190316516045,216.4539981920732,429.1385612618665,459.61468744975974,78.30708780180763,94.65903725124899,97.80014808535435,0.25770308123249297,5.490196078431373,0.04693877551020408,90.19047619047619,96.60000000000001,0.8228571428571428,0.6780522735409954
2023-02-15,East US,Container,53,1230,391,100.97,1.1,0,2,15,2023,False,Wednesday,92.0,1960.0,357.0,96.0,1612.0,267.0,73.0,838.0,463.0,81.33333333333333,1584.3333333333333,390.3333333333333,79.42857142857143,1408.7142857142858,346.7142857142857,75.63333333333334,1246.9,338.56666666666666,24.785748593361735,18.55493773327505,16.57476963658159,365.46728079724716,372.633740772229,459.6120065356477,33.00505011863097,84.59849148716998,97.88828373178285,0.13554987212276215,3.1457800511508953,0.043089430894308944,91.79090909090908,58.300000000000004,0.7942857142857143,0.7061224489795919
2023-02-16,East US,Container,78,656,274,92.98,0.97,0,2,16,2023,False,Thursday,53.0,1230.0,391.0,99.0,1563.0,423.0,79.0,871.0,302.0,74.33333333333333,1282.0,340.6666666666667,79.28571428571429,1378.0,342.7142857142857,75.03333333333333,1232.5333333333333,340.76666666666665,19.756855350316588,18.56263528089233,16.131962989204304,653.5533643092967,428.9471606930937,471.36834804665233,60.18582335844001,87.67119307525194,95.56679676371998,0.2846715328467153,2.394160583941606,0.11890243902439024,95.85567010309279,75.66,0.7928571428571428,0.6907268170426065
